word,emotion
orthodox,positive
orthodoxy,positive
orthogonal,negative
orthopaedic,positive
orthopedic,positive
orthopedic,positive
orthopedical,positive
orthophoto,positive
orthopox,negative
orthostatic,negative
orthotropous,negative
ortigas,negative
orwell,positive
orwellian,positive
os,negative
osage,positive
osaka,negative
osama,negative
osbourne,positive
osbournes,positive
osce,positive
oscillate,negative
oscillation,positive
oscillator,positive
oscillator,positive
oscilloscope,positive
oscommerce,negative
oscp,negative
osculate,positive
osculation,positive
osculator,positive
osd,negative
osei,negative
oseltamivir,negative
oserv,negative
osha,positive
osi,positive
osiris,positive
osito,positive
oskin,positive
osman,negative
osmanli,negative
osmond,negative
osmosis,positive
osmotic,negative
oso,positive
ospf,positive
ospf,negative
osprey,negative
ossaudiodev,negative
ossd,positive
osseous,negative
ossie,positive
ossification,negative
ost,negative
osteal,negative
osten,negative
osten,negative
ostensible,positive
ostensive,positive
ostensorium,positive
ostentate,negative
ostentation,negative
ostentatious,negative
ostentatiousness,negative
osteo,positive
osteoarthritis,negative
osteoarthritis,negative
osteoclast,negative
osteoid,positive
osteoma,positive
osteopathic,positive
osteopetrosis,negative
osteoporosis,negative
osteoporosis,negative
osteoporotic,negative
ostiarius,positive
ostiary,positive
ostler,positive
ostpolitik,negative
ostracise,negative
ostracism,negative
ostracize,negative
ostroff,positive
osu,negative
osx,negative
osze,negative
ot,negative
otalgia,negative
otc,positive
otc,negative
otcs,positive
ote,positive
otep,negative
other,negative
otherness,negative
others,negative
otherworldliness,negative
otherworldly,positive
oti,positive
otions,positive
otiose,negative
otis,negative
otitis,negative
otitis,negative
otium,positive
otium,positive
ototoxicity,negative
ott,positive
ottar,positive
ottenheimer,positive
otter,negative
otter,positive
otto,negative
ottoman,negative
ottoman,positive
oua,positive
oughta,positive
oui,negative
oulds,positive
ouput,negative
our,positive
ourbodies,positive
ourlittlenet,positive
ours,positive
ours,positive
oursourcing,positive
oust,negative
ouster,negative
ousting,negative
out-and-out,negative
out-basket,negative
out-of-date,negative
out-of-door,negative
out-of-doors,positive
out-tray,negative
out,negative
out,negative
outagamie,negative
outage,negative
outage,positive
outback,negative
outback,positive
outback,positive
outbalance,negative
outbid,positive
outboard,negative
outbound,negative
outbound,positive
outbreak,negative
outbreak,negative
outbred,negative
outburst,negative
outcast,positive
outclass,positive
outcry,negative
outcry,negative
outdated,negative
outdial,negative
outdistance,positive
outdo,positive
outdoors,positive
outdoorsclub,positive
outdoorsman,positive
outdoorvoyeurn,negative
outerwear,positive
outeverywhere,positive
outfield,positive
outfit,positive
outfit,positive
outfitter,positive
outfitter,positive
outflank,positive
outflowing,positive
outfox,negative
outgames,positive
outgassing,negative
outgo,positive
outgoing,positive
outgoings,negative
outgrow,negative
outhouse,negative
outhouse,negative
outing,negative
outkast,negative
outlander,negative
outlandish,positive
outlandishness,positive
outlast,positive
outlaw,negative
outlaw,positive
outlaw,negative
outlawed,negative
outlawry,negative
outlawz,negative
outlay,positive
outlet,positive
outlier,negative
outlined,positive
outlying,negative
outmatch,positive
outmoded,negative
outpatient,positive
outperform,positive
outperform,positive
outpost,positive
outpost,negative
outpoured,positive
output,positive
output,negative
output,positive
outr,positive
outrage,negative
outraged,negative
outrageous,negative
outrageous,positive
outrageously,positive
outrank,negative
outre,negative
outreach,positive
outreach,positive
outride,positive
outright,positive
outsell,positive
outset,positive
outshout,negative
outsid,negative
outsider,negative
outsize,negative
outsized,negative
outskirt,negative
outsole,positive
outsource,positive
outsource,negative
outsource,positive
outsourced,positive
outsourced,positive
outsourcer,positive
outsourcing,positive
outspan,negative
outspoken,positive
outspokenness,positive
outspread,positive
outstading,positive
outstanding,positive
outstanding,positive
outstanding,positive
outstation,positive
outstay,negative
outstrip,positive
outturn,negative
outward-bound,negative
outward,negative
outwardness,negative
outwear,negative
outweigh,negative
outweighs,negative
outwit,positive
ouzo,positive
oval-shaped,negative
oval,negative
oval,positive
ovalbumin,positive
ovale,negative
ovarall,negative
ovarian,negative
ovary,negative
ovary,negative
ovate,negative
ovation,positive
ovchinnikov,negative
over-correct,positive
over-crowding,negative
over-embellished,positive
over-the-counter,positive
over-the-hill,negative
over-the-top,negative
over,negative
over,negative
overachievement,positive
overact,positive
overactive,negative
overactivity,negative
overage,negative
overaged,negative
overall,positive
overall,positive
overambitious,negative
overappraisal,negative
overarching,positive
overarm,positive
overbalance,negative
overbearing,negative
overbeck,positive
overbid,positive
overbilling,negative
overblown,positive
overbold,positive
overbreadth,negative
overbroad,negative
overburden,positive
overburdened,negative
overcapacity,negative
overcast,negative
overcast,negative
overcast,negative
overcasting,negative
overcharge,positive
overcharge,negative
overcharging,negative
overclocking,positive
overclocking,negative
overclothe,negative
overclothes,positive
overcloud,negative
overcoat,positive
overcoating,positive
overcome,negative
overcome,positive
overcoming,negative
overcommittment,negative
overcompensate,positive
overcomplex,negative
overconfident,positive
overcooling,negative
overcounting,negative
overcrowded,negative
overcrowds,negative
overdependent,negative
overdeveloped,negative
overdevelopment,negative
overdo,negative
overdone,positive
overdosage,negative
overdose,negative
overdose,negative
overdose,negative
overdoses,negative
overdraft,positive
overdraw,negative
overdress,negative
overdrive,negative
overdrive,positive
overdue,negative
overeager,negative
overeat,negative
overeating,negative
overeating,negative
overeenkomen,negative
overemotional,negative
overestimate,negative
overestimate,positive
overestimation,negative
overexpenditure,negative
overexploitation,negative
overexpose,positive
overexposure,negative
overexpression,negative
overextended,negative
overextension,negative
overfill,negative
overfished,negative
overfishing,negative
overfishing,negative
overfitting,negative
overflight,negative
overflow,negative
overflow,negative
overflow,negative
overflowing,negative
overflowwarning,negative
overfly,negative
overgarment,negative
overgenerous,positive
overgorge,negative
overgrazing,negative
overgrowth,negative
overgrowth,negative
overhand,positive
overhanded,positive
overhang,positive
overhang,negative
overhasty,negative
overhaul,positive
overhead,negative
overhear,negative
overhearing,negative
overheat,negative
overheat,negative
overheating,negative
overheating,negative
overhunting,negative
overidentification,negative
overindulge,negative
overindulgence,negative
overindulging,positive
overinflated,negative
overirrigation,negative
overissue,negative
overjealous,negative
overkill,negative
overladen,positive
overland,positive
overlap,negative
overlay,negative
overlay,positive
overleap,negative
overlie,positive
overload,negative
overload,negative
overload,negative
overloaded,positive
overloading,negative
overlooing,positive
overlook,negative
overlooked,negative
overlooking,negative
overlooking,positive
overlord,positive
overlying,positive
overmaster,negative
overmodest,negative
overmuch,negative
overmuchness,negative
overnice,positive
overnight,positive
overnight,negative
overpass,positive
overpay,negative
overpayment,negative
overpayment,negative
overplay,negative
overplus,negative
overpopulation,negative
overpower,negative
overpowering,negative
overpowering,negative
overprint,positive
overproduce,negative
overproduction,negative
overproliferation,negative
overprotect,negative
overpumping,negative
overrate,positive
overrated,positive
overrating,negative
overreach,negative
overreach,negative
overreaching,negative
overreact,negative
overreaction,negative
overreckoning,negative
overrefinement,negative
overreliance,negative
overrepresentation,negative
override,negative
override,negative
overriding,negative
overrule,negative
overrun,negative
overrun,negative
overrun,negative
overrun,negative
oversea,negative
overseat,negative
oversecretion,negative
overseer,positive
overseer,negative
oversell,negative
oversensitive,negative
oversensitivity,negative
oversewn,positive
overshadow,negative
overshoot,negative
oversight,negative
oversimplified,positive
oversize,negative
oversize,positive
oversized,negative
oversized,positive
overspend,negative
overspending,negative
overspill,negative
overspray,negative
overspread,positive
overstate,negative
overstated,positive
overstatement,positive
overstating,negative
overstay,negative
overstep,negative
overstimulation,negative
overstock,positive
overstock,positive
overstocks,positive
overstress,negative
overstretch,negative
overstretched,negative
overstrung,negative
overstuffed,positive
oversupply,negative
oversupply,negative
overt,positive
overtaking,positive
overtax,negative
overtemperature,negative
overthrow,positive
overthrow,negative
overtime,negative
overtone,positive
overtop,negative
overtraining,negative
overture,positive
overture,positive
overturn,negative
overturned,negative
overuse,negative
overuse,positive
overutilisation,negative
overutilization,negative
overvaluation,negative
overvalue,positive
overview,positive
overvoltage,negative
overvoltages,negative
overweening,negative
overweening,negative
overweight,negative
overweight,negative
overwhelm,negative
overwhelm,negative
overwhelming,negative
overwheming,negative
overwintering,negative
overwiting,negative
overwork,negative
overworked,negative
overworking,negative
overwrapper,negative
overwrite,negative
overwrite,negative
overwriting,negative
overwritten,negative
overzealous,negative
oviform,negative
ovoid,negative
ovolo,negative
ovulate,negative
ovulating,positive
ovulation,positive
ovum,negative
ovum,positive
owc,positive
owe,negative
owensboro,positive
owing,positive
owl,negative
own,negative
owncode,positive
owned,positive
owned,positive
ownerless,negative
ownership,positive
ownit,positive
ox,negative
oxadiazole,positive
oxalate,negative
oxalic,negative
oxalis,negative
oxcart,positive
oxfam,negative
oxford,positive
oxfordshire,positive
oxidant,positive
oxidase,negative
oxidate,positive
oxide,negative
oxidisation,negative
oxidise,positive
oxidization,negative
oxidize,negative
oximeter,positive
oxlip,negative
oxo,positive
oxtongue,positive
oxybenzene,negative
oxycodone,negative
oxycontin,negative
oxygen,positive
oxygenate,negative
oxygenation,positive
oxygenise,negative
oxygenize,negative
oxylight,negative
oxymoronic,positive
oxyride,positive
oxysporum,negative
oxytocin,negative
oyramid,positive
oyster,positive
ozark,positive
ozlaw,negative
ozonian,negative
ozswmk,negative
ozzy,negative
pa,positive
paa,positive
pabulum,positive
pac,negative
pacaritambo,positive
pace,positive
pace,negative
pacemaker,negative
pacer,negative
pacer,positive
pacesetter,negative
pachouli,positive
pachydermal,negative
pachydermatous,negative
pachydermic,negative
pachydermous,negative
pachyrhizi,negative
pacific,positive
pacificare,positive
pacificare,positive
pacification,positive
pacificist,positive
pacifist,positive
pacify,positive
pacino,positive
packaged,positive
packaged,positive
packagename,positive
packager,negative
packard,positive
packed,positive
packed,positive
packer,negative
packer,negative
packet,positive
packing,positive
packman,negative
packtech,positive
packungsbeilage,negative
packweight,negative
pacrush,positive
pact,positive
pact,negative
pad,negative
padded,positive
padded,negative
paddle,positive
paddle,negative
paddleworks,positive
paddling,negative
paddy,negative
padi,positive
padi,positive
padilla,negative
padlock,positive
padre,negative
paducah,positive
paecilomyces,negative
paediatric,positive
paediatrics,negative
paedophile,negative
paedophilia,negative
paella,positive
paeony,positive
pag,negative
pagan,positive
pagan,negative
pagan,positive
page,positive
pageant,positive
pageantry,positive
pageboy,negative
pagefault,negative
pageknow,positive
pagelists,negative
pagemaker,positive
pageout,negative
pagerank,positive
paginate,positive
paging,negative
pagliacci,negative
pagp,negative
pai,positive
paid,positive
paid,positive
paigle,negative
pail,negative
pailful,negative
pain,negative
pain,negative
paine,positive
pained,negative
painful,negative
painfull,negative
painfulness,negative
painkiller,negative
painless,positive
painn,negative
painshill,positive
painstaking,positive
painstaking,positive
painstaking,positive
painstakingness,positive
paint,positive
paintable,positive
paintball,positive
paintball,negative
paintballer,positive
paintballing,positive
paintballing,negative
paintbrush,positive
painted,positive
painted,negative
painter,positive
painterly,positive
painting,positive
paintshop,positive
paintsville,negative
pair,positive
pair,positive
pairing,positive
pairwise,negative
paisley,positive
paitence,positive
pajama,positive
pak,negative
paka,negative
pakai,negative
pakete,negative
pakistani,negative
pakkawood,positive
paktes,negative
pal,positive
paladin,negative
paladin,positive
palaearktischen,negative
palaeontologist,positive
palais,negative
palanca,positive
palas,positive
palatability,positive
palatable,positive
palatableness,positive
palate,negative
palatial,positive
palatopharyngoplasty,positive
palau,negative
palaver,negative
palaver,negative
palazzo,negative
pale,negative
pale,negative
pale,negative
pale,negative
paleness,positive
paleoanthropologists,negative
paleoanthropology,negative
paleontologist,positive
palestijnse,negative
palestinean,negative
palette,positive
palingenesis,negative
palingenetic,negative
palisade,positive
palisade,negative
pall,negative
pallet,positive
palletizer,negative
pallette,positive
palliation,positive
palliative,positive
palliative,positive
pallid,negative
pallidity,positive
pallidness,positive
pallium,positive
pallor,positive
pally,negative
palm,positive
palma,positive
palme,negative
palmeiro,negative
palmer,positive
palmerston,negative
palmone,positive
palmos,negative
palmtrees,positive
palmy,positive
palpability,negative
palpable,positive
palpate,positive
palpation,negative
palpitate,negative
palpitation,negative
palsy-walsy,negative
palsy,negative
palsy,negative
paltalk,positive
paltry,negative
palynology,positive
palz,negative
pam,negative
pam,positive
pamela,positive
pampered,positive
pamperer,negative
pampering,positive
pamphlet,positive
pan,negative
pan,negative
panacea,negative
panache,positive
panadol,negative
panal,positive
panamanian,positive
panaromic,positive
panasonic,negative
pancake,positive
pancaking,negative
panchen,positive
pancreatic,negative
pancreatitis,negative
panda,positive
panda,negative
pandacide,negative
pandar,negative
pandemic,negative
pandemic,negative
pandemonium,negative
pander,negative
pander,negative
panderer,negative
pandering,negative
pandora,positive
pane,positive
pane,positive
paneling,negative
panelist,positive
panelist,positive
panelled,positive
panelling,positive
panellist,positive
panera,positive
panexa,negative
panfish,positive
pang,negative
panga,negative
pangloss,negative
panhandling,negative
panic-stricken,negative
panic-struck,negative
panic,negative
panic,negative
panic,negative
panicked,negative
panicky,negative
panini,positive
panix,negative
panjandrum,positive
pankissi,negative
pannett,positive
pannies,negative
panning,negative
panoplied,negative
panoply,positive
panoptic,positive
panoptical,positive
panoram,positive
panorama,positive
panorama,positive
panoview,positive
panpipe,positive
pansa,positive
pansey,negative
pansy,negative
pansy,negative
pant,positive
pant,negative
pantai,positive
pantanal,positive
pantanal,negative
pantera,negative
pantero,positive
panther,positive
panthous,negative
pantiacolla,negative
pantie,negative
pantiesfree,positive
panting,positive
pantomime,negative
pantone,negative
pantry,positive
pantryman,positive
panty,negative
pantyhose,positive
pantywaist,negative
pao,positive
paola,positive
pap,negative
papaia,positive
papal,positive
papal,positive
papanicolaou,positive
papaw,positive
papaya,positive
paperback,positive
paperback,positive
paperboard,positive
papercuts,negative
paperdolls,positive
paperless,positive
papern,negative
papersize,positive
paperstreet,negative
paperwork,negative
paperwork,negative
papilloma,negative
papillomavirus,negative
papist,positive
papist,negative
papistic,positive
papistical,positive
papstes,negative
paques,positive
par,negative
para,negative
para,positive
parable,negative
parable,negative
parabolic,negative
parabolical,negative
parabolischer,negative
paracelcius,negative
paracetamol,negative
parachat,positive
parachute,negative
parachute,positive
paracoccidioides,negative
parade,positive
parade,positive
paradiddle,negative
paradies,negative
paradigm,positive
paradigmatic,positive
paradisaic,positive
paradisaical,positive
paradisal,positive
paradise,positive
paradisiac,positive
paradisiacal,positive
paradisical,positive
paradiso,positive
parador,positive
paradox,negative
paradox,negative
paradoxical,negative
paragon,positive
paragon,positive
paraguay,positive
parainfluenza,negative
paralegal,positive
parallax,negative
parallel,positive
parallel,positive
parallelism,positive
parallelogram,positive
parallexx,positive
paralympic,positive
paralyse,negative
paralysing,positive
paralysis,negative
paralytic,negative
paralytical,negative
paralyze,negative
paralyzed,negative
paramagnetic,positive
paramagnetism,negative
paramedic,positive
paramedic,negative
paramedical,positive
parameter,positive
parameterization,negative
parametric,negative
parametric,negative
paramilitary,negative
paramilitary,negative
paramount,positive
paranoia,negative
paranoid,negative
paranormal,negative
paranormal,negative
paranormal,positive
parapet,negative
paraphernalia,negative
paraphrase,negative
parapraxis,negative
parasite,negative
parasite,negative
parasitic,negative
parasol,negative
parathyroid,negative
paratrooper,negative
paratuberculosis,negative
parazoan,negative
parboil,negative
parboil,negative
parc,positive
parc,positive
parch,negative
parchment,positive
parco,positive
pardew,positive
pardner,positive
pardon,positive
pardon,positive
pardonable,negative
pare,positive
parent,positive
parentage,negative
parental,positive
parented,negative
parenteral,negative
parenthesis,negative
parenthesized,negative
parenthood,positive
parenthood,negative
parenting,positive
parentless,positive
pareve,negative
parfum,positive
paries,positive
parimutuel,positive
paris,positive
paris,positive
parishioner,positive
parisian,negative
parisien,positive
park,negative
parka,negative
parker,negative
parkerplus,positive
parkin,negative
parking,negative
parkinson,negative
parkland,negative
parkland,positive
parklane,positive
parkview,positive
parkville,positive
parkway,positive
parkway,negative
parkweb,positive
parky,negative
parlance,negative
parlay,negative
parle,positive
parlement,negative
parlementaire,negative
parlementary,negative
parliamentarian,positive
parliamentarian,positive
parliamentary,positive
parliamentum,negative
parlock,positive
parlophone,negative
parlor,negative
parlor,negative
parlour,negative
parlous,negative
parmesan,negative
parnassus,positive
parnell,negative
parody,negative
parody,negative
parole,negative
parole,negative
parolee,negative
parolee,positive
paronomasia,positive
parousia,positive
paroxetine,negative
paroxetine,positive
paroxysm,negative
parque,negative
parquet,positive
parriott,positive
parrot,negative
parrot,negative
parry,positive
parry,negative
parse,positive
parser,negative
parsimonious,negative
parsimoniousness,positive
parsimony,positive
parsing,negative
parsing,positive
parson,positive
parsonson,positive
part-time,negative
partagas,positive
partake,positive
parter,negative
parthenon,positive
parthian,negative
parti-color,negative
partial,positive
partiality,negative
participant,positive
participate,positive
participating,positive
participative,positive
participatory,positive
partick,negative
particle,negative
particolored,positive
particoloured,positive
particpation,positive
particular,negative
particular,negative
particular,positive
particularise,positive
particularity,positive
particularize,positive
particulate,negative
particulate,positive
partiesquot,positive
parting,negative
partisan,negative
partisan,positive
partisanship,negative
partition,negative
partition,negative
partitioning,negative
partizan,negative
partizan,positive
partner,positive
partner,positive
partnered,positive
partnering,positive
partnerprogramm,negative
partnerschaft,negative
partnership,positive
parton,negative
partridge,positive
parttime,negative
partum,negative
parturiency,negative
parturition,negative
parturition,negative
party,positive
partying,positive
partyn,negative
partysexn,negative
parvenu,negative
parvenue,negative
parvo,negative
parvovirus,negative
parvum,negative
pas,negative
pas,positive
pasadena,positive
pascal,positive
paschal,positive
pashamod,positive
pashmina,positive
pashminas,positive
pashminas,negative
pasotti,positive
pasqual,positive
pasquinade,negative
pass,negative
pass,negative
passable,positive
passado,negative
passage,positive
passanger,negative
passasiers,negative
passbook,positive
passe-partout,positive
passe,negative
passee,negative
passel,positive
passementerie,positive
passender,negative
passenger,negative
passenger,negative
passepartout,positive
passerine,positive
passier,positive
passieren,negative
passing,negative
passing,positive
passion,positive
passion,positive
passionate,positive
passionate,positive
passionateness,positive
passionless,negative
passive,negative
passive,negative
passiveness,negative
passivity,positive
passkey,positive
passover,positive
passover,positive
paste,negative
pasted,positive
pastel,positive
pastel,positive
pastel,negative
pastelike,negative
pasteur,positive
pasteurella,negative
pasteurized,negative
pastiche,positive
pastil,positive
pastille,positive
pastime,positive
pasting,negative
pastor,positive
pastor,positive
pastoral,positive
pastoral,positive
pastorale,negative
pastoralist,negative
pastorie,negative
pastry,positive
pasturage,negative
pasture,negative
pasture,positive
pasture,positive
pasty,negative
pat,positive
pat,negative
patachivo,positive
patagonia,positive
pataki,positive
patal,negative
patatas,negative
patchbay,positive
patchboard,positive
patched,positive
patching,positive
patching,negative
patchouli,positive
patchouly,positive
patchwork,positive
patchy,negative
pate,positive
pate,negative
pateline,negative
patella,negative
patello,negative
patency,positive
patent,positive
patent,positive
patentability,negative
patented,positive
patentee,negative
patenting,negative
paterfamilias,positive
paternalistic,negative
paternit,positive
path,positive
pathetic,negative
pathfinder,positive
pathfinding,positive
pathless,positive
pathname,negative
pathnames,negative
pathogen,positive
pathogenesis,positive
pathogenic,negative
pathologic,negative
pathological,negative
pathologist,negative
pathologistsdaytona,negative
pathophysiology,positive
pathos,negative
pathway,negative
pathway,positive
patiance,positive
patience,positive
patient,positive
patient,positive
patin,positive
patina,positive
patio,positive
patness,positive
patnode,negative
patong,positive
patou,positive
patri,positive
patriarch,positive
patriarch,negative
patriarchal,positive
patrician,positive
patrician,positive
patrik,positive
patrimonial,negative
patrimony,positive
patriot,positive
patriot,negative
patrioteer,negative
patriotic,positive
patriotism,positive
patriotism,negative
patroclus,negative
patrol,positive
patrol,negative
patrol,negative
patrolman,negative
patron,positive
patron,positive
patronage,positive
patronise,negative
patronised,negative
patronising,negative
patronising,positive
patronize,negative
patronized,negative
patronizing,negative
patronless,positive
patsi,positive
patsy,negative
pattaya,positive
patten,negative
patter,positive
patter,negative
pattern,positive
patterned,negative
patterning,positive
patterson,positive
patti,positive
patton,negative
patty,negative
patty,positive
patuxent,negative
paucity,negative
pauken,negative
paul,negative
paula,positive
paulie,negative
paulin,positive
pauline,positive
paulo,negative
paulson,positive
paunch,negative
pauper,negative
pauperisation,negative
pauperism,negative
pauperization,negative
pause,negative
pause,negative
pause,negative
pave,positive
pave,positive
paved,negative
pavel,negative
pavement,positive
pavement,negative
pavement,positive
paver,positive
pavers,positive
pavilion,positive
pavilion,positive
paving,positive
pavois,positive
paw,positive
paw,negative
paw,negative
pawl,negative
pawn,negative
pawpaw,positive
pawtucket,positive
pax,positive
pax,negative
paxil,positive
paxson,positive
pay,positive
pay,positive
payable,negative
payattention,negative
payback,negative
paycash,positive
paycheck,negative
paycheck,positive
payday,positive
payee,positive
payg,positive
paying,positive
paying,positive
payless,positive
payline,positive
payload,negative
payload,negative
paymant,positive
paymaster,positive
payment,negative
payne,positive
payor,negative
payors,positive
payout,positive
payouts,positive
paypal,positive
paypals,positive
payperview,positive
payphone,positive
paysite,positive
payton,positive
pbds,positive
pbl,positive
pbx,positive
pbx,positive
pca,negative
pcanywhere,negative
pcap,positive
pcat,positive
pcb,positive
pcb,negative
pcbs,negative
pcc,positive
pcg,positive
pcgs,positive
pci,positive
pci,negative
pcib,positive
pcl,positive
pcm,negative
pcm,negative
pcmcia,negative
pcmcia,positive
pcnw,positive
pco,negative
pconsole,negative
pcos,negative
pcp,negative
pcpowerzone,positive
pcr,positive
pcre,negative
pct,positive
pda,positive
pdam,positive
pdc,positive
pdc,positive
pdes,negative
pdfs,positive
pdg,positive
pdnr,positive
pdoc,positive
pdp,positive
pdp,positive
pdsn,negative
pdu,negative
pdu,negative
pdus,negative
pe,negative
pea,negative
peabo,positive
peace-loving,positive
peace,positive
peaceable,positive
peaceableness,positive
peaceful,positive
peaceful,negative
peacefull,positive
peacefulness,positive
peacekeeper,positive
peacekeeper,negative
peacekeeping,positive
peacekeeping,positive
peacemaking,positive
peacenik,negative
peacetime,negative
peacful,positive
peach,positive
peach,positive
peach,negative
peached,positive
peachy-colored,positive
peachy-coloured,positive
peachy,positive
peacock,positive
peacock,positive
peacock,positive
peag,negative
peak,positive
peaky,positive
peal,negative
pealing,negative
peanut,negative
peanut,positive
pear-shaped,negative
pear,positive
pear,positive
pearcey,positive
pearlescent,negative
pearlized,positive
pearly-white,positive
pearly,positive
peasant,negative
peat,negative
peau,positive
peay,negative
pebble,positive
pebble,positive
pebbled,positive
pebbly,negative
pebbly,positive
pecan,positive
pecan,positive
peccadillo,negative
peccato,negative
peck,positive
peck,negative
peck,negative
pecking,negative
peckish,negative
pectoris,negative
peculate,negative
peculation,negative
peculiar,negative
pecuniary,positive
pecvd,positive
ped,positive
pedagogic,positive
pedagogical,positive
pedagogics,positive
pedagogy,positive
pedal,positive
pedal,negative
pedantic,positive
pedantry,negative
peddler,negative
peddling,negative
pedestal,positive
pedestrian,negative
pedestrian,negative
pedestrianisation,positive
pediatrics,negative
pedicab,positive
pedicel,negative
pedicle,negative
pediculosis,negative
pedigree,positive
pedigree,positive
pediment,positive
pedlar,negative
pedology,negative
pedophile,negative
pedophile,negative
pedophilia,negative
pedunculate,positive
pedwarn,positive
pee-pee,positive
pee,positive
peek,positive
peek,positive
peekplus,positive
peel,positive
peeled,negative
peeler,negative
peeling,negative
peep,negative
peep,positive
peep,negative
peeper,positive
peephole,positive
peer,positive
peer,negative
peeress,negative
peerless,positive
peet,positive
peeve,negative
peeved,negative
peevish,negative
peevishness,negative
pef,negative
pefc,positive
pefect,positive
peformance,positive
peg,negative
peg,positive
peg,negative
pegasus,negative
peggy,negative
pegleg,negative
pei,positive
peices,positive
peid,positive
pekan,negative
pekinese,positive
peking,positive
pel,positive
pelage,positive
pelagians,negative
pelagic,negative
pelf,negative
pelican,negative
pell-mell,negative
pell,negative
pellagra,negative
peller,negative
pellet,negative
pelletising,positive
pellucid,positive
pellucidity,positive
pellucidness,positive
pelt,negative
pelt,negative
pelter,negative
pelting,negative
pelvic,positive
pelvis,negative
pem,positive
pemberley,positive
pemco,positive
pemfc,positive
pen,positive
pen,positive
penal,negative
penal,negative
penalisation,negative
penalise,negative
penalization,negative
penalize,negative
penalty,negative
penalty,negative
penance,positive
penance,positive
pencdf,positive
penchant,positive
pencil,positive
pendant,negative
pendant,positive
pendency,negative
pendent,negative
pending,positive
pending,negative
pendle,positive
pendleton,negative
pendulous,negative
pendulum,negative
penelope,positive
penetrability,positive
penetrable,positive
penetrate,positive
penetrating,negative
penetration,positive
penetrative,negative
penguin,negative
penguin,positive
penial,positive
penicillin,negative
penile,positive
penile,negative
penile,positive
peninsula,positive
penis,positive
penitence,positive
penitent,positive
penitential,negative
penitentiary,negative
penitentiary,positive
penknife,negative
penmanship,positive
penn,positive
pennant,positive
penney,positive
penni,positive
penniless,negative
pennisi,positive
pennsylvania,positive
pennsylvanian,positive
penny-pinching,negative
penny-pinching,positive
penny,positive
pennywhistle,negative
penpal,positive
penrose,positive
penry,positive
pensacola,positive
pensionable,positive
pensionary,negative
pensive,positive
pensiveness,positive
pent,negative
pentad,positive
pentateuch,positive
pentecost,positive
penthouse,negative
pentimento,positive
pentiums,positive
penult,negative
penultima,negative
penultimate,positive
penultimate,negative
penultimate,positive
penurious,negative
penury,negative
penury,negative
peon,negative
peony,positive
peoria,negative
pep,positive
pep,negative
pepe,negative
pepfar,negative
peploides,negative
pepper,positive
pepper,negative
peppercorn,negative
pepperiness,positive
peppermill,positive
peppermint,positive
peppy,positive
pepsi,positive
peptic,negative
peptidase,negative
peptide,positive
peptidmedizin,negative
per,negative
perak,negative
perambulator,negative
percecution,negative
perceivable,positive
perceiver,positive
percent,positive
percentage,positive
percept,negative
perceptibility,positive
perceptible,positive
perception,negative
perceptive,positive
perceptiveness,positive
perceptivity,positive
perceptual,positive
perch,positive
percheron,positive
perchild,negative
perchlorate,negative
perchloroethylene,negative
percieve,negative
percipient,positive
percipient,positive
percocet,negative
percodan,negative
percolate,negative
percolation,negative
percussion,positive
percutaneous,negative
perdition,negative
perdurable,positive
perefectly,positive
peregrine,negative
peregrine,positive
peremptory,negative
perenial,negative
perennial,positive
perennial,negative
peretz,positive
perfect,positive
perfect,positive
perfectibility,positive
perfection,positive
perfection,positive
perfectionism,positive
perfekt,negative
perfervid,positive
perfidiousness,negative
perfidy,negative
perfluorooctanoic,negative
perfo,negative
perfomance,positive
perforate,negative
perforated,negative
perforation,negative
perform,positive
performace,positive
performer,positive
performing,positive
perfringens,negative
perfume,positive
perfume,negative
perfumer,positive
perfunctory,negative
perfusion,positive
perge,positive
pergo,positive
pergo,positive
pergoda,positive
pergola,positive
peri,negative
periapsis,positive
pericardium,negative
periconceptional,negative
peridot,negative
perigee,negative
perihelion,negative
perijove,negative
peril,negative
peril,negative
perilous,negative
perilune,negative
perimenopausal,negative
perimeter,positive
perimeter,negative
perinatal,negative
perineal,negative
perineum,negative
periodical,positive
periodical,positive
periodontal,negative
periodontal,positive
periodontic,negative
perioperative,negative
perioperative,negative
perioperative,negative
periparturient,negative
peripheral,negative
peripheral,negative
peripheral,negative
peripherality,negative
periphery,negative
periplasmic,negative
peripteral,positive
periselene,negative
perish,negative
perishable,negative
peristalsis,negative
peritoneal,negative
peritonitis,negative
perivenous,negative
periwinkle,positive
perjury,negative
perjury,negative
perk,positive
perk,positive
perk,positive
perk,negative
perkin,positive
perkiness,positive
perkins,positive
perkins,positive
perky,negative
perl,negative
perldb,positive
perlen,negative
perlish,negative
perlite,negative
permaculture,positive
permafrost,negative
permanence,positive
permanency,positive
permanente,positive
permeable,positive
permeableness,negative
permeant,negative
permeating,negative
permeative,negative
permian,positive
permira,positive
permissibility,positive
permissible,positive
permission,positive
permissive,positive
permissiveness,positive
permisson,positive
permisssion,positive
permit,positive
permit,positive
permitonly,negative
permitted,negative
permitted,negative
permittee,negative
permittee,negative
permitto,positive
permutation,negative
permute,negative
pern,negative
pernice,negative
pernicious,negative
perniciousness,positive
peron,positive
peronospora,negative
peroxidase,negative
peroxidation,negative
